repo_fullname,issue_url,created_date,close_date,created_by,closed_by,num_of_comments,num_of_collabos,coding_agent_usage,fixer_experience,coding_agent_bin,comments/collaborators,open-close,time_to_close,hours_to_close
opensource-observer/oso,https://github.com/opensource-observer/oso/issues/3937,2025-05-27T20:08:16Z,2025-05-29T19:48:10Z,IcaroG,IcaroG,1,2,TRUE,"4,980",1,0.5,1,1 days 23:39:54,47.665
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/439,2025-01-10T07:52:59Z,2025-01-24T09:56:06Z,MSR2201,aravindkarnam,6,5,FALSE,166,0,1.2,0,14 days 02:03:07,338.0519444
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/897,2025-03-06T07:30:40Z,2025-03-07T09:19:13Z,albertvillanova,albertvillanova,1,1,FALSE,"11,666",0,1,1,1 days 01:48:33,25.80916667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9939,2024-11-11T14:51:32Z,2025-02-07T18:16:32Z,nestor98,freddyaboulton,3,3,FALSE,"7,494",0,1,0,88 days 03:25:00,2115.416667
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/9760,2024-10-18T18:19:09Z,2024-10-18T20:16:07Z,salihmarangoz,salihmarangoz,2,2,FALSE,"1,837",0,1,1,0 days 01:56:58,1.949444444
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/11261,2025-05-27T08:52:27Z,2025-05-27T12:32:30Z,ExcellentAmericanEagle,hannahblair,2,2,FALSE,"3,255,136,012",0,1,0,0 days 03:40:03,3.6675
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/1587,2025-07-20T06:05:23Z,2025-07-20T06:12:22Z,albertvillanova,albertvillanova,0,1,FALSE,"12,706",0,0,1,0 days 00:06:59,0.1163888889
AppThreat/vulnerability-db,https://github.com/AppThreat/vulnerability-db/issues/201,2024-12-18T19:31:17Z,2024-12-19T14:51:33Z,thomasweaver,prabhu,2,2,FALSE,"3,700",0,1,0,0 days 19:20:16,19.33777778
SciPhi-AI/R2R,https://github.com/SciPhi-AI/R2R/issues/2085,2025-03-22T16:22:54Z,2025-03-26T17:31:52Z,tkfischer,NolanTrem,2,3,FALSE,"6,224",0,0.6666666667,0,4 days 01:08:58,97.14944444
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1631,2025-03-06T13:53:41Z,2025-03-16T10:46:14Z,dr-lux,ab-smith,1,3,FALSE,"9,283",0,0.3333333333,0,9 days 20:52:33,236.8758333
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/28578,2025-03-18T15:58:00Z,2025-04-05T00:37:06Z,will-holley,garethbrickman,0,2,FALSE,"3,245",0,0,0,17 days 08:39:06,416.6516667
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/212,2024-10-29T15:30:55Z,2025-01-22T12:58:46Z,YassKhazzan,aravindkarnam,4,3,FALSE,166,0,1.333333333,0,84 days 21:27:51,2037.464167
mem0ai/mem0,https://github.com/mem0ai/mem0/issues/1982,2024-10-23T06:38:33Z,2024-11-08T10:37:22Z,Rainismer,Dev-Khant,4,4,FALSE,"5,074",0,1,0,16 days 03:58:49,387.9802778
dagster-io/dagster,https://github.com/dagster-io/dagster/issues/24990,2024-10-02T12:06:23Z,2024-10-02T16:22:49Z,namaste-supplyx,garethbrickman,3,2,FALSE,"3,110",0,1.5,0,0 days 04:16:26,4.273888889
huggingface/smolagents,https://github.com/huggingface/smolagents/issues/746,2025-02-21T18:38:16Z,2025-02-22T08:52:23Z,albertvillanova,albertvillanova,3,1,FALSE,"11,297",0,3,1,0 days 14:14:07,14.23527778
intuitem/ciso-assistant-community,https://github.com/intuitem/ciso-assistant-community/issues/1096,2024-11-28T16:45:32Z,2024-11-30T16:26:46Z,skmeister,ab-smith,1,2,FALSE,"7,616",0,0.5,0,1 days 23:41:14,47.68722222
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai/issues/639,2025-02-08T09:56:01Z,2025-02-11T11:53:01Z,StackSurfer,aravindkarnam,2,2,FALSE,167,0,1,0,3 days 01:57:00,73.95
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/10919,2025-04-01T12:24:09Z,2025-04-01T20:10:44Z,injeniero,abidlabs,0,2,FALSE,"18,097",0,0,0,0 days 07:46:35,7.776388889
